name,name_id,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
Ikan Mas Rebus,Ikan Mas Rebus,100 g,125.0,18.0,0.0,5.5,0.0,45,0.0,base_food,generated-v2
Ikan Mas Kukus,Ikan Mas Kukus,100 g,131.2,18.4,0.0,5.5,0.0,45,0.0,base_food,generated-v2
Ikan Mas Bakar,Ikan Mas Bakar,100 g,143.8,18.9,0.0,6.6,0.0,45,0.0,base_food,generated-v2
Ikan Mas Goreng,Ikan Mas Goreng,100 g,225.0,15.3,0.0,22.0,0.0,45,0.0,base_food,generated-v2
Ikan Mas Panggang,Ikan Mas Panggang,100 g,150.0,19.4,0.0,7.2,0.0,45,0.0,base_food,generated-v2
Ikan Mas Pepes,Ikan Mas Pepes,100 g,137.5,18.9,0.0,6.1,0.0,45,0.0,base_food,generated-v2
Ikan Mas Bacem,Ikan Mas Bacem,100 g,162.5,16.2,0.0,6.1,0.0,45,0.0,base_food,generated-v2
Ikan Mas Balado,Ikan Mas Balado,100 g,175.0,16.6,0.0,13.8,0.0,45,0.0,base_food,generated-v2
Ikan Mas Rica-Rica,Ikan Mas Rica-Rica,100 g,168.8,16.7,0.0,12.6,0.0,45,0.0,base_food,generated-v2
Ikan Mas Kecap,Ikan Mas Kecap,100 g,162.5,17.1,0.0,7.7,0.0,45,0.0,base_food,generated-v2
Ikan Mas Semur,Ikan Mas Semur,100 g,168.8,16.7,0.0,9.9,0.0,45,0.0,base_food,generated-v2
Ikan Mas Opor,Ikan Mas Opor,100 g,181.2,16.2,0.0,16.5,0.0,45,0.0,base_food,generated-v2
Ikan Mas Gulai,Ikan Mas Gulai,100 g,187.5,15.8,0.0,19.2,0.0,45,0.0,base_food,generated-v2
Ikan Mas Kari,Ikan Mas Kari,100 g,181.2,16.2,0.0,17.6,0.0,45,0.0,base_food,generated-v2
Ikan Mas Asam Manis,Ikan Mas Asam Manis,100 g,156.2,17.1,0.0,8.2,0.0,45,0.0,base_food,generated-v2
Ikan Mas Saus Tiram,Ikan Mas Saus Tiram,100 g,162.5,18.0,0.0,8.8,0.0,45,0.0,base_food,generated-v2
Ikan Mas Lada Hitam,Ikan Mas Lada Hitam,100 g,156.2,18.0,0.0,9.9,0.0,45,0.0,base_food,generated-v2
Ikan Mas Tepung Goreng,Ikan Mas Tepung Goreng,100 g,250.0,14.4,0.0,27.5,0.0,45,0.0,base_food,generated-v2
Ikan Nila Rebus,Ikan Nila Rebus,100 g,115.0,19.0,0.0,4.0,0.0,40,0.0,base_food,generated-v2
Ikan Nila Kukus,Ikan Nila Kukus,100 g,120.8,19.4,0.0,4.0,0.0,40,0.0,base_food,generated-v2
Ikan Nila Bakar,Ikan Nila Bakar,100 g,132.2,19.9,0.0,4.8,0.0,40,0.0,base_food,generated-v2
Ikan Nila Goreng,Ikan Nila Goreng,100 g,207.0,16.1,0.0,16.0,0.0,40,0.0,base_food,generated-v2
Ikan Nila Panggang,Ikan Nila Panggang,100 g,138.0,20.5,0.0,5.2,0.0,40,0.0,base_food,generated-v2
Ikan Nila Pepes,Ikan Nila Pepes,100 g,126.5,19.9,0.0,4.4,0.0,40,0.0,base_food,generated-v2
Ikan Nila Bacem,Ikan Nila Bacem,100 g,149.5,17.1,0.0,4.4,0.0,40,0.0,base_food,generated-v2
Ikan Nila Balado,Ikan Nila Balado,100 g,161.0,17.5,0.0,10.0,0.0,40,0.0,base_food,generated-v2
Ikan Nila Rica-Rica,Ikan Nila Rica-Rica,100 g,155.2,17.7,0.0,9.2,0.0,40,0.0,base_food,generated-v2
Ikan Nila Kecap,Ikan Nila Kecap,100 g,149.5,18.1,0.0,5.6,0.0,40,0.0,base_food,generated-v2
Ikan Nila Semur,Ikan Nila Semur,100 g,155.2,17.7,0.0,7.2,0.0,40,0.0,base_food,generated-v2
Ikan Nila Opor,Ikan Nila Opor,100 g,166.8,17.1,0.0,12.0,0.0,40,0.0,base_food,generated-v2
Ikan Nila Gulai,Ikan Nila Gulai,100 g,172.5,16.7,0.0,14.0,0.0,40,0.0,base_food,generated-v2
Ikan Nila Kari,Ikan Nila Kari,100 g,166.8,17.1,0.0,12.8,0.0,40,0.0,base_food,generated-v2
Ikan Nila Asam Manis,Ikan Nila Asam Manis,100 g,143.8,18.1,0.0,6.0,0.0,40,0.0,base_food,generated-v2
Ikan Nila Saus Tiram,Ikan Nila Saus Tiram,100 g,149.5,19.0,0.0,6.4,0.0,40,0.0,base_food,generated-v2
Ikan Nila Lada Hitam,Ikan Nila Lada Hitam,100 g,143.8,19.0,0.0,7.2,0.0,40,0.0,base_food,generated-v2
Ikan Nila Tepung Goreng,Ikan Nila Tepung Goreng,100 g,230.0,15.2,0.0,20.0,0.0,40,0.0,base_food,generated-v2
Ikan Lele Rebus,Ikan Lele Rebus,100 g,140.0,17.0,0.0,7.5,0.0,48,0.0,base_food,generated-v2
Ikan Lele Kukus,Ikan Lele Kukus,100 g,147.0,17.3,0.0,7.5,0.0,48,0.0,base_food,generated-v2
Ikan Lele Bakar,Ikan Lele Bakar,100 g,161.0,17.9,0.0,9.0,0.0,48,0.0,base_food,generated-v2
Ikan Lele Goreng,Ikan Lele Goreng,100 g,252.0,14.4,0.0,30.0,0.0,48,0.0,base_food,generated-v2
Ikan Lele Panggang,Ikan Lele Panggang,100 g,168.0,18.4,0.0,9.8,0.0,48,0.0,base_food,generated-v2
Ikan Lele Pepes,Ikan Lele Pepes,100 g,154.0,17.9,0.0,8.2,0.0,48,0.0,base_food,generated-v2
Ikan Lele Bacem,Ikan Lele Bacem,100 g,182.0,15.3,0.0,8.2,0.0,48,0.0,base_food,generated-v2
Ikan Lele Balado,Ikan Lele Balado,100 g,196.0,15.6,0.0,18.8,0.0,48,0.0,base_food,generated-v2
Ikan Lele Rica-Rica,Ikan Lele Rica-Rica,100 g,189.0,15.8,0.0,17.2,0.0,48,0.0,base_food,generated-v2
Ikan Lele Kecap,Ikan Lele Kecap,100 g,182.0,16.1,0.0,10.5,0.0,48,0.0,base_food,generated-v2
Ikan Lele Semur,Ikan Lele Semur,100 g,189.0,15.8,0.0,13.5,0.0,48,0.0,base_food,generated-v2
Ikan Lele Opor,Ikan Lele Opor,100 g,203.0,15.3,0.0,22.5,0.0,48,0.0,base_food,generated-v2
Ikan Lele Gulai,Ikan Lele Gulai,100 g,210.0,15.0,0.0,26.2,0.0,48,0.0,base_food,generated-v2
Ikan Lele Kari,Ikan Lele Kari,100 g,203.0,15.3,0.0,24.0,0.0,48,0.0,base_food,generated-v2
Ikan Lele Asam Manis,Ikan Lele Asam Manis,100 g,175.0,16.1,0.0,11.2,0.0,48,0.0,base_food,generated-v2
Ikan Lele Saus Tiram,Ikan Lele Saus Tiram,100 g,182.0,17.0,0.0,12.0,0.0,48,0.0,base_food,generated-v2
Ikan Lele Lada Hitam,Ikan Lele Lada Hitam,100 g,175.0,17.0,0.0,13.5,0.0,48,0.0,base_food,generated-v2
Ikan Lele Tepung Goreng,Ikan Lele Tepung Goreng,100 g,280.0,13.6,0.0,37.5,0.0,48,0.0,base_food,generated-v2
Ikan Gurame Rebus,Ikan Gurame Rebus,100 g,120.0,18.5,0.0,5.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Kukus,Ikan Gurame Kukus,100 g,126.0,18.9,0.0,5.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Bakar,Ikan Gurame Bakar,100 g,138.0,19.4,0.0,6.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Goreng,Ikan Gurame Goreng,100 g,216.0,15.7,0.0,20.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Panggang,Ikan Gurame Panggang,100 g,144.0,20.0,0.0,6.5,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Pepes,Ikan Gurame Pepes,100 g,132.0,19.4,0.0,5.5,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Bacem,Ikan Gurame Bacem,100 g,156.0,16.7,0.0,5.5,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Balado,Ikan Gurame Balado,100 g,168.0,17.0,0.0,12.5,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Rica-Rica,Ikan Gurame Rica-Rica,100 g,162.0,17.2,0.0,11.5,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Kecap,Ikan Gurame Kecap,100 g,156.0,17.6,0.0,7.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Semur,Ikan Gurame Semur,100 g,162.0,17.2,0.0,9.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Opor,Ikan Gurame Opor,100 g,174.0,16.7,0.0,15.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Gulai,Ikan Gurame Gulai,100 g,180.0,16.3,0.0,17.5,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Kari,Ikan Gurame Kari,100 g,174.0,16.7,0.0,16.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Asam Manis,Ikan Gurame Asam Manis,100 g,150.0,17.6,0.0,7.5,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Saus Tiram,Ikan Gurame Saus Tiram,100 g,156.0,18.5,0.0,8.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Lada Hitam,Ikan Gurame Lada Hitam,100 g,150.0,18.5,0.0,9.0,0.0,42,0.0,base_food,generated-v2
Ikan Gurame Tepung Goreng,Ikan Gurame Tepung Goreng,100 g,240.0,14.8,0.0,25.0,0.0,42,0.0,base_food,generated-v2
Ikan Kembung Rebus,Ikan Kembung Rebus,100 g,150.0,21.0,0.0,7.0,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Kukus,Ikan Kembung Kukus,100 g,157.5,21.4,0.0,7.0,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Bakar,Ikan Kembung Bakar,100 g,172.5,22.1,0.0,8.4,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Goreng,Ikan Kembung Goreng,100 g,270.0,17.8,0.0,28.0,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Panggang,Ikan Kembung Panggang,100 g,180.0,22.7,0.0,9.1,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Pepes,Ikan Kembung Pepes,100 g,165.0,22.1,0.0,7.7,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Bacem,Ikan Kembung Bacem,100 g,195.0,18.9,0.0,7.7,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Balado,Ikan Kembung Balado,100 g,210.0,19.3,0.0,17.5,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Rica-Rica,Ikan Kembung Rica-Rica,100 g,202.5,19.5,0.0,16.1,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Kecap,Ikan Kembung Kecap,100 g,195.0,19.9,0.0,9.8,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Semur,Ikan Kembung Semur,100 g,202.5,19.5,0.0,12.6,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Opor,Ikan Kembung Opor,100 g,217.5,18.9,0.0,21.0,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Gulai,Ikan Kembung Gulai,100 g,225.0,18.5,0.0,24.5,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Kari,Ikan Kembung Kari,100 g,217.5,18.9,0.0,22.4,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Asam Manis,Ikan Kembung Asam Manis,100 g,187.5,19.9,0.0,10.5,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Saus Tiram,Ikan Kembung Saus Tiram,100 g,195.0,21.0,0.0,11.2,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Lada Hitam,Ikan Kembung Lada Hitam,100 g,187.5,21.0,0.0,12.6,0.0,55,0.0,base_food,generated-v2
Ikan Kembung Tepung Goreng,Ikan Kembung Tepung Goreng,100 g,300.0,16.8,0.0,35.0,0.0,55,0.0,base_food,generated-v2
Ikan Tongkol Rebus,Ikan Tongkol Rebus,100 g,155.0,23.0,0.0,6.5,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Kukus,Ikan Tongkol Kukus,100 g,162.8,23.5,0.0,6.5,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Bakar,Ikan Tongkol Bakar,100 g,178.2,24.2,0.0,7.8,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Goreng,Ikan Tongkol Goreng,100 g,279.0,19.6,0.0,26.0,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Panggang,Ikan Tongkol Panggang,100 g,186.0,24.8,0.0,8.5,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Pepes,Ikan Tongkol Pepes,100 g,170.5,24.2,0.0,7.2,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Bacem,Ikan Tongkol Bacem,100 g,201.5,20.7,0.0,7.2,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Balado,Ikan Tongkol Balado,100 g,217.0,21.2,0.0,16.2,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Rica-Rica,Ikan Tongkol Rica-Rica,100 g,209.2,21.4,0.0,14.9,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Kecap,Ikan Tongkol Kecap,100 g,201.5,21.8,0.0,9.1,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Semur,Ikan Tongkol Semur,100 g,209.2,21.4,0.0,11.7,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Opor,Ikan Tongkol Opor,100 g,224.8,20.7,0.0,19.5,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Gulai,Ikan Tongkol Gulai,100 g,232.5,20.2,0.0,22.8,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Kari,Ikan Tongkol Kari,100 g,224.8,20.7,0.0,20.8,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Asam Manis,Ikan Tongkol Asam Manis,100 g,193.8,21.8,0.0,9.8,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Saus Tiram,Ikan Tongkol Saus Tiram,100 g,201.5,23.0,0.0,10.4,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Lada Hitam,Ikan Tongkol Lada Hitam,100 g,193.8,23.0,0.0,11.7,0.0,50,0.0,base_food,generated-v2
Ikan Tongkol Tepung Goreng,Ikan Tongkol Tepung Goreng,100 g,310.0,18.4,0.0,32.5,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Rebus,Ikan Bandeng Rebus,100 g,140.0,19.0,0.0,6.8,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Kukus,Ikan Bandeng Kukus,100 g,147.0,19.4,0.0,6.8,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Bakar,Ikan Bandeng Bakar,100 g,161.0,19.9,0.0,8.2,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Goreng,Ikan Bandeng Goreng,100 g,252.0,16.1,0.0,27.2,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Panggang,Ikan Bandeng Panggang,100 g,168.0,20.5,0.0,8.8,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Pepes,Ikan Bandeng Pepes,100 g,154.0,19.9,0.0,7.5,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Bacem,Ikan Bandeng Bacem,100 g,182.0,17.1,0.0,7.5,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Balado,Ikan Bandeng Balado,100 g,196.0,17.5,0.0,17.0,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Rica-Rica,Ikan Bandeng Rica-Rica,100 g,189.0,17.7,0.0,15.6,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Kecap,Ikan Bandeng Kecap,100 g,182.0,18.1,0.0,9.5,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Semur,Ikan Bandeng Semur,100 g,189.0,17.7,0.0,12.2,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Opor,Ikan Bandeng Opor,100 g,203.0,17.1,0.0,20.4,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Gulai,Ikan Bandeng Gulai,100 g,210.0,16.7,0.0,23.8,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Kari,Ikan Bandeng Kari,100 g,203.0,17.1,0.0,21.8,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Asam Manis,Ikan Bandeng Asam Manis,100 g,175.0,18.1,0.0,10.2,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Saus Tiram,Ikan Bandeng Saus Tiram,100 g,182.0,19.0,0.0,10.9,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Lada Hitam,Ikan Bandeng Lada Hitam,100 g,175.0,19.0,0.0,12.2,0.0,50,0.0,base_food,generated-v2
Ikan Bandeng Tepung Goreng,Ikan Bandeng Tepung Goreng,100 g,280.0,15.2,0.0,34.0,0.0,50,0.0,base_food,generated-v2
Ikan Kakap Rebus,Ikan Kakap Rebus,100 g,115.0,20.0,0.0,3.5,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Kukus,Ikan Kakap Kukus,100 g,120.8,20.4,0.0,3.5,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Bakar,Ikan Kakap Bakar,100 g,132.2,21.0,0.0,4.2,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Goreng,Ikan Kakap Goreng,100 g,207.0,17.0,0.0,14.0,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Panggang,Ikan Kakap Panggang,100 g,138.0,21.6,0.0,4.5,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Pepes,Ikan Kakap Pepes,100 g,126.5,21.0,0.0,3.9,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Bacem,Ikan Kakap Bacem,100 g,149.5,18.0,0.0,3.9,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Balado,Ikan Kakap Balado,100 g,161.0,18.4,0.0,8.8,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Rica-Rica,Ikan Kakap Rica-Rica,100 g,155.2,18.6,0.0,8.0,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Kecap,Ikan Kakap Kecap,100 g,149.5,19.0,0.0,4.9,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Semur,Ikan Kakap Semur,100 g,155.2,18.6,0.0,6.3,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Opor,Ikan Kakap Opor,100 g,166.8,18.0,0.0,10.5,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Gulai,Ikan Kakap Gulai,100 g,172.5,17.6,0.0,12.2,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Kari,Ikan Kakap Kari,100 g,166.8,18.0,0.0,11.2,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Asam Manis,Ikan Kakap Asam Manis,100 g,143.8,19.0,0.0,5.2,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Saus Tiram,Ikan Kakap Saus Tiram,100 g,149.5,20.0,0.0,5.6,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Lada Hitam,Ikan Kakap Lada Hitam,100 g,143.8,20.0,0.0,6.3,0.0,38,0.0,base_food,generated-v2
Ikan Kakap Tepung Goreng,Ikan Kakap Tepung Goreng,100 g,230.0,16.0,0.0,17.5,0.0,38,0.0,base_food,generated-v2
Ikan Patin Rebus,Ikan Patin Rebus,100 g,155.0,17.0,0.0,9.0,0.0,52,0.0,base_food,generated-v2
Ikan Patin Kukus,Ikan Patin Kukus,100 g,162.8,17.3,0.0,9.0,0.0,52,0.0,base_food,generated-v2
Ikan Patin Bakar,Ikan Patin Bakar,100 g,178.2,17.9,0.0,10.8,0.0,52,0.0,base_food,generated-v2
Ikan Patin Goreng,Ikan Patin Goreng,100 g,279.0,14.4,0.0,36.0,0.0,52,0.0,base_food,generated-v2
Ikan Patin Panggang,Ikan Patin Panggang,100 g,186.0,18.4,0.0,11.7,0.0,52,0.0,base_food,generated-v2
Ikan Patin Pepes,Ikan Patin Pepes,100 g,170.5,17.9,0.0,9.9,0.0,52,0.0,base_food,generated-v2
Ikan Patin Bacem,Ikan Patin Bacem,100 g,201.5,15.3,0.0,9.9,0.0,52,0.0,base_food,generated-v2
Ikan Patin Balado,Ikan Patin Balado,100 g,217.0,15.6,0.0,22.5,0.0,52,0.0,base_food,generated-v2
Ikan Patin Rica-Rica,Ikan Patin Rica-Rica,100 g,209.2,15.8,0.0,20.7,0.0,52,0.0,base_food,generated-v2
Ikan Patin Kecap,Ikan Patin Kecap,100 g,201.5,16.1,0.0,12.6,0.0,52,0.0,base_food,generated-v2
Ikan Patin Semur,Ikan Patin Semur,100 g,209.2,15.8,0.0,16.2,0.0,52,0.0,base_food,generated-v2
Ikan Patin Opor,Ikan Patin Opor,100 g,224.8,15.3,0.0,27.0,0.0,52,0.0,base_food,generated-v2
Ikan Patin Gulai,Ikan Patin Gulai,100 g,232.5,15.0,0.0,31.5,0.0,52,0.0,base_food,generated-v2
Ikan Patin Kari,Ikan Patin Kari,100 g,224.8,15.3,0.0,28.8,0.0,52,0.0,base_food,generated-v2
Ikan Patin Asam Manis,Ikan Patin Asam Manis,100 g,193.8,16.1,0.0,13.5,0.0,52,0.0,base_food,generated-v2
Ikan Patin Saus Tiram,Ikan Patin Saus Tiram,100 g,201.5,17.0,0.0,14.4,0.0,52,0.0,base_food,generated-v2
Ikan Patin Lada Hitam,Ikan Patin Lada Hitam,100 g,193.8,17.0,0.0,16.2,0.0,52,0.0,base_food,generated-v2
Ikan Patin Tepung Goreng,Ikan Patin Tepung Goreng,100 g,310.0,13.6,0.0,45.0,0.0,52,0.0,base_food,generated-v2
Ikan Baronang Rebus,Ikan Baronang Rebus,100 g,130.0,19.0,0.0,5.5,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Kukus,Ikan Baronang Kukus,100 g,136.5,19.4,0.0,5.5,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Bakar,Ikan Baronang Bakar,100 g,149.5,19.9,0.0,6.6,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Goreng,Ikan Baronang Goreng,100 g,234.0,16.1,0.0,22.0,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Panggang,Ikan Baronang Panggang,100 g,156.0,20.5,0.0,7.2,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Pepes,Ikan Baronang Pepes,100 g,143.0,19.9,0.0,6.1,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Bacem,Ikan Baronang Bacem,100 g,169.0,17.1,0.0,6.1,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Balado,Ikan Baronang Balado,100 g,182.0,17.5,0.0,13.8,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Rica-Rica,Ikan Baronang Rica-Rica,100 g,175.5,17.7,0.0,12.6,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Kecap,Ikan Baronang Kecap,100 g,169.0,18.1,0.0,7.7,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Semur,Ikan Baronang Semur,100 g,175.5,17.7,0.0,9.9,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Opor,Ikan Baronang Opor,100 g,188.5,17.1,0.0,16.5,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Gulai,Ikan Baronang Gulai,100 g,195.0,16.7,0.0,19.2,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Kari,Ikan Baronang Kari,100 g,188.5,17.1,0.0,17.6,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Asam Manis,Ikan Baronang Asam Manis,100 g,162.5,18.1,0.0,8.2,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Saus Tiram,Ikan Baronang Saus Tiram,100 g,169.0,19.0,0.0,8.8,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Lada Hitam,Ikan Baronang Lada Hitam,100 g,162.5,19.0,0.0,9.9,0.0,45,0.0,base_food,generated-v2
Ikan Baronang Tepung Goreng,Ikan Baronang Tepung Goreng,100 g,260.0,15.2,0.0,27.5,0.0,45,0.0,base_food,generated-v2
Ikan Bawal Rebus,Ikan Bawal Rebus,100 g,135.0,18.5,0.0,6.5,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Kukus,Ikan Bawal Kukus,100 g,141.8,18.9,0.0,6.5,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Bakar,Ikan Bawal Bakar,100 g,155.2,19.4,0.0,7.8,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Goreng,Ikan Bawal Goreng,100 g,243.0,15.7,0.0,26.0,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Panggang,Ikan Bawal Panggang,100 g,162.0,20.0,0.0,8.5,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Pepes,Ikan Bawal Pepes,100 g,148.5,19.4,0.0,7.2,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Bacem,Ikan Bawal Bacem,100 g,175.5,16.7,0.0,7.2,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Balado,Ikan Bawal Balado,100 g,189.0,17.0,0.0,16.2,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Rica-Rica,Ikan Bawal Rica-Rica,100 g,182.2,17.2,0.0,14.9,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Kecap,Ikan Bawal Kecap,100 g,175.5,17.6,0.0,9.1,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Semur,Ikan Bawal Semur,100 g,182.2,17.2,0.0,11.7,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Opor,Ikan Bawal Opor,100 g,195.8,16.7,0.0,19.5,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Gulai,Ikan Bawal Gulai,100 g,202.5,16.3,0.0,22.8,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Kari,Ikan Bawal Kari,100 g,195.8,16.7,0.0,20.8,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Asam Manis,Ikan Bawal Asam Manis,100 g,168.8,17.6,0.0,9.8,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Saus Tiram,Ikan Bawal Saus Tiram,100 g,175.5,18.5,0.0,10.4,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Lada Hitam,Ikan Bawal Lada Hitam,100 g,168.8,18.5,0.0,11.7,0.0,48,0.0,base_food,generated-v2
Ikan Bawal Tepung Goreng,Ikan Bawal Tepung Goreng,100 g,270.0,14.8,0.0,32.5,0.0,48,0.0,base_food,generated-v2
Ikan Tuna Rebus,Ikan Tuna Rebus,100 g,130.0,25.0,0.0,3.0,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Kukus,Ikan Tuna Kukus,100 g,136.5,25.5,0.0,3.0,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Bakar,Ikan Tuna Bakar,100 g,149.5,26.2,0.0,3.6,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Goreng,Ikan Tuna Goreng,100 g,234.0,21.2,0.0,12.0,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Panggang,Ikan Tuna Panggang,100 g,156.0,27.0,0.0,3.9,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Pepes,Ikan Tuna Pepes,100 g,143.0,26.2,0.0,3.3,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Bacem,Ikan Tuna Bacem,100 g,169.0,22.5,0.0,3.3,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Balado,Ikan Tuna Balado,100 g,182.0,23.0,0.0,7.5,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Rica-Rica,Ikan Tuna Rica-Rica,100 g,175.5,23.2,0.0,6.9,0.0,40,0.0,base_food,generated-v2
Ikan Tuna Kecap,Ikan Tuna Kecap,100 g,169.0,23.8,0.0,4.2,0.0,40,0.0,base_food,generated-v2
