name_id,name,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
"Buaya, daging, dendeng, mentah","Buaya, daging, dendeng, mentah",2.50 g,365.0,49.6,30.8,4.8,0.0,500.0,0.0,local_indonesian,nilai-gizi.csv
Bubur Ayam,Bubur Ayam,1 mangkuk (300g),298.0,12.5,42.8,8.5,2.8,480.0,1.2,local_indonesian,makanan-lokal.csv
Bulgogi masakan,Bulgogi masakan,1 porsi,72.0,11.4,1.4,4.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
Bumbu Nasi Goreng Royco,Bumbu Nasi Goreng Royco,0 g,10.0,0.0,2.0,0.0,0.0,520.0,0.0,local_indonesian,nilai-gizi.csv
"Buncis, segar","Buncis, segar",0.50 g,34.0,2.4,7.2,0.3,0.0,8.0,1.9,local_indonesian,nilai-gizi.csv
Bunga turi segar,Bunga turi segar,1 porsi,42.0,2.0,6.1,1.1,0.0,0.0,0.0,local_indonesian,nutrition.csv
Buntil daun talas,Buntil daun talas,1 porsi,141.0,4.4,8.0,10.2,0.0,0.0,0.0,local_indonesian,nutrition.csv
Burung sarang segar,Burung sarang segar,1 porsi,281.0,37.5,32.1,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Burung, sarang, segar","Burung, sarang, segar",5.30 g,281.0,37.5,32.1,0.3,0.0,0.0,0.0,local_indonesian,nilai-gizi.csv
Cabai gembor merah segar,Cabai gembor merah segar,1 porsi,38.0,1.6,6.3,0.8,0.0,0.0,0.0,local_indonesian,nutrition.csv
Cabai hijau segar,Cabai hijau segar,1 porsi,26.0,0.7,5.2,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Cabai merah kering,Cabai merah kering,1 porsi,367.0,15.9,61.8,6.2,0.0,0.0,0.0,local_indonesian,nutrition.csv
Cabai merah segar,Cabai merah segar,1 porsi,36.0,1.0,7.3,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Cabai rawit segar,Cabai rawit segar,1 porsi,120.0,4.7,19.9,2.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
Caisin segar,Caisin segar,1 porsi,20.0,1.7,3.4,0.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Cantel / sorgum, mentah","Cantel / sorgum, mentah",1.70 g,366.0,11.0,73.0,3.3,0.0,7.0,1.2,local_indonesian,nilai-gizi.csv
Cantel mentah,Cantel mentah,1 porsi,366.0,11.0,73.0,3.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Cap cai / capcay / cap cay, sayur","Cap cai / capcay / cap cay, sayur",1 g,97.0,5.8,4.2,6.3,0.0,405.0,0.6,local_indonesian,nilai-gizi.csv
Cap cai sayur,Cap cai sayur,1 porsi,97.0,5.8,4.2,6.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Capcay Goreng,Capcay Goreng,1 porsi (150g),178.0,8.5,14.2,10.2,3.8,450.0,2.5,local_indonesian,makanan-lokal.csv
Carica papaya segar,Carica papaya segar,1 porsi,24.0,1.9,3.7,0.2,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Carica papaya, segar","Carica papaya, segar",0.90 g,24.0,1.9,3.7,0.2,0.0,0.0,1.0,local_indonesian,nilai-gizi.csv
"Cempedak, segar","Cempedak, segar",1 g,116.0,3.0,28.6,0.4,0.0,25.0,3.4,local_indonesian,nilai-gizi.csv
Cengkeh kering,Cengkeh kering,5.20 g,330.0,5.2,57.4,8.9,0.0,282.0,10.0,local_indonesian,nilai-gizi.csv
Ceriping getuk singkong,Ceriping getuk singkong,3.20 g,462.0,1.2,67.7,20.7,0.0,0.0,0.6,local_indonesian,nilai-gizi.csv
Chicken teriyaki masakan,Chicken teriyaki masakan,1 porsi,168.0,13.0,7.5,9.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Chikiniku masakan,Chikiniku masakan,1 porsi,143.0,9.8,22.8,1.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Chikiniku, masakan","Chikiniku, masakan",0.60 g,143.0,9.8,22.8,1.4,0.0,531.0,0.4,local_indonesian,nilai-gizi.csv
Chitato Kentang Segar,Chitato fresh potato,1 g,110.0,1.0,12.0,6.0,0.0,0.0,0.0,local_indonesian,nilai-gizi.csv
Chitato keripik kentang rasa original,Chitato keripik kentang rasa original,1 g,100.0,1.0,12.0,5.0,0.0,60.0,0.0,local_indonesian,nilai-gizi.csv
Chitato keripik kentang rasa sapi panggang,Chitato keripik kentang rasa sapi panggang,2 g,110.0,2.0,11.0,6.0,0.0,115.0,0.0,local_indonesian,nilai-gizi.csv
Cilok,Cilok,10 butir (100g),175.0,4.2,32.8,4.5,3.5,380.0,0.8,local_indonesian,makanan-lokal.csv
Cimol,Cimol,8 butir (100g),195.0,3.8,35.2,5.8,2.8,350.0,0.6,local_indonesian,makanan-lokal.csv
Cireng (aci goreng),Cireng (aci goreng),5 buah (100g),195.0,3.8,32.5,7.5,1.8,350.0,0.8,local_indonesian,makanan-lokal.csv
Cireng Isi (bandung),Cireng Isi (bandung),5 buah (100g),225.0,6.5,30.8,10.2,2.5,420.0,1.2,local_indonesian,makanan-lokal.csv
Combro,Combro,1 porsi,210.0,1.6,35.8,6.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Coto mangkasara kuda masakan,Coto mangkasara kuda masakan,1 porsi,96.0,6.8,3.8,5.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
Coto mangkasara sapi masakan,Coto mangkasara sapi masakan,1 porsi,84.0,6.0,1.4,6.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Cucuru bayau, masakan","Cucuru bayau, masakan",1.20 g,349.0,6.8,38.3,18.7,0.0,0.0,0.0,local_indonesian,nilai-gizi.csv
Cumi Goreng Tepung,Cumi Goreng Tepung,5 potong (100g),235.0,14.8,16.5,12.8,1.2,380.0,0.5,local_indonesian,makanan-lokal.csv
Cumi-cumi goreng,Cumi-cumi goreng,3.10 g,265.0,40.6,0.0,10.1,0.0,86.0,0.0,local_indonesian,nilai-gizi.csv
Cumi-cumi segar,Cumi-cumi segar,1 porsi,75.0,16.1,0.1,0.7,0.0,0.0,0.0,local_indonesian,nutrition.csv
Dadar Gulung,Dadar Gulung,2 buah (80g),195.0,3.5,30.2,8.5,18.5,120.0,0.8,local_indonesian,makanan-lokal.csv
Daging Anak Sapi,Daging Anak Sapi,1 porsi,190.0,19.1,0.0,12.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging Asap,Daging Asap,1 porsi,191.0,32.0,0.0,6.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daging Ayam , segar","Daging Ayam , segar",0.90 g,298.0,18.2,0.0,25.0,0.0,109.0,0.0,local_indonesian,nilai-gizi.csv
Daging Babi Gemuk,Daging Babi Gemuk,1 porsi,457.0,11.6,0.0,45.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging Babi Kurus,Daging Babi Kurus,1 porsi,376.0,14.1,0.0,35.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging Domba,Daging Domba,1 porsi,206.0,17.1,0.0,14.8,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging Kambing,Daging Kambing,1 porsi,154.0,16.6,0.0,9.2,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging Kerbau,Daging Kerbau,1 porsi,84.0,18.7,0.0,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging Kuda,Daging Kuda,1 porsi,118.0,18.1,0.9,4.1,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging Sapi,Daging Sapi,1 porsi,207.0,18.8,0.0,14.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daging kambing (segar),Daging kambing (segar),3.90 g,149.0,16.6,0.0,9.2,0.0,96.0,0.0,local_indonesian,nilai-gizi.csv
Daun Bawang,Daun Bawang,1 porsi,29.0,1.8,5.2,0.7,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Beluntas,Daun Beluntas,1 porsi,42.0,1.8,9.4,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Cincau,Daun Cincau,1 porsi,122.0,6.0,26.0,1.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Gandaria,Daun Gandaria,1 porsi,60.0,3.1,14.0,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Kedondong,Daun Kedondong,1 porsi,59.0,2.8,13.4,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Kemangi,Daun Kemangi,1 porsi,46.0,4.0,8.9,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun Kenikir, segar","Daun Kenikir, segar",1.70 g,45.0,3.7,6.6,0.5,0.0,6.0,5.8,local_indonesian,nilai-gizi.csv
Daun Koro,Daun Koro,1 porsi,23.0,3.0,3.7,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Kumak,Daun Kumak,1 porsi,14.0,1.3,2.3,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Labu Waluh,Daun Labu Waluh,1 porsi,30.0,3.6,4.5,0.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Leunca,Daun Leunca,1 porsi,45.0,4.7,8.1,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Lobak,Daun Lobak,1 porsi,30.0,2.3,5.8,0.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Lompong Tales,Daun Lompong Tales,1 porsi,40.0,3.0,7.4,0.8,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Mangkokan,Daun Mangkokan,1 porsi,54.0,3.7,11.8,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Melinjo,Daun Melinjo,1 porsi,99.0,5.0,21.3,1.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Mengkudu Kukus,Daun Mengkudu Kukus,1 porsi,63.0,3.8,11.5,1.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Oyong,Daun Oyong,1 porsi,22.0,1.0,5.3,0.1,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Pakis,Daun Pakis,1 porsi,35.0,4.0,6.4,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Pete Cina,Daun Pete Cina,1 porsi,128.0,12.0,12.4,6.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Poh-pohan,Daun Poh-pohan,1 porsi,37.0,2.5,6.9,0.8,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Semanggi,Daun Semanggi,1 porsi,45.0,4.4,0.5,8.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Sintrong,Daun Sintrong,1 porsi,36.0,2.6,6.1,0.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun Tespong, segar","Daun Tespong, segar",1.90 g,70.0,2.9,13.9,0.3,0.0,72.0,2.3,local_indonesian,nilai-gizi.csv
Daun Ubi Jalar,Daun Ubi Jalar,1 porsi,47.0,2.8,10.4,0.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun Ubi Jalar kukus,Daun Ubi Jalar kukus,1 porsi,56.0,3.1,13.0,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun bangun-bangun segar,Daun bangun-bangun segar,1 porsi,27.0,1.3,4.0,0.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun bangun-bangun, segar","Daun bangun-bangun, segar",1.60 g,27.0,1.3,4.0,0.6,0.0,4.0,1.0,local_indonesian,nilai-gizi.csv
Daun bawang  merah segar,Daun bawang  merah segar,1 porsi,41.0,2.0,7.8,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun bawang merah, segar","Daun bawang merah, segar",0.80 g,41.0,2.0,7.8,0.3,0.0,30.0,2.1,local_indonesian,nilai-gizi.csv
Daun bebuas segar,Daun bebuas segar,1 porsi,41.0,2.7,7.3,1.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun bebuas, segar","Daun bebuas, segar",1.10 g,41.0,2.7,7.3,1.0,0.0,0.0,2.1,local_indonesian,nilai-gizi.csv
Daun belem segar,Daun belem segar,1 porsi,50.0,4.4,7.8,1.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun belem, segar","Daun belem, segar",1.80 g,50.0,4.4,7.8,1.4,0.0,0.0,1.9,local_indonesian,nilai-gizi.csv
"Daun bluntas, segar","Daun bluntas, segar",2.30 g,44.0,1.8,9.4,0.5,0.0,0.0,0.0,local_indonesian,nilai-gizi.csv
"Daun gandaria, segar","Daun gandaria, segar",1.60 g,63.0,3.1,14.0,0.3,0.0,3.0,2.1,local_indonesian,nilai-gizi.csv
Daun gedi besar segar,Daun gedi besar segar,1 porsi,58.0,2.9,10.0,0.7,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun gedi besar, segar","Daun gedi besar, segar",2.40 g,58.0,2.9,10.0,0.7,0.0,30.0,3.3,local_indonesian,nilai-gizi.csv
"Daun gedi kecil, segar","Daun gedi kecil, segar",2 g,61.0,3.2,10.4,0.7,0.0,20.0,3.4,local_indonesian,nilai-gizi.csv
Daun gelang segar,Daun gelang segar,1 porsi,30.0,1.3,5.8,0.7,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun gunda bali segar,Daun gunda bali segar,1 porsi,50.0,4.6,7.0,0.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun gunda bali, segar","Daun gunda bali, segar",1.10 g,50.0,4.6,7.0,0.9,0.0,0.0,1.4,local_indonesian,nilai-gizi.csv
Daun gunda serang segar,Daun gunda serang segar,1 porsi,62.0,4.2,9.2,0.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun gunda serang, segar","Daun gunda serang, segar",1.10 g,62.0,4.2,9.2,0.9,0.0,0.0,1.3,local_indonesian,nilai-gizi.csv
Daun jampang segar,Daun jampang segar,1 porsi,34.0,3.8,5.3,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun jampang, segar","Daun jampang, segar",1.50 g,34.0,3.8,5.3,0.5,0.0,0.0,1.4,local_indonesian,nilai-gizi.csv
Daun jawaw seluang segar,Daun jawaw seluang segar,1 porsi,93.0,5.0,15.3,1.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun jawaw seluang, segar","Daun jawaw seluang, segar",1.20 g,93.0,5.0,15.3,1.3,0.0,2.0,3.9,local_indonesian,nilai-gizi.csv
Daun jonghe segar,Daun jonghe segar,1 porsi,27.0,2.1,4.4,0.7,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun jonghe, segar","Daun jonghe, segar",1.40 g,27.0,2.1,4.4,0.7,0.0,0.0,2.0,local_indonesian,nilai-gizi.csv
Daun kacang ma segar,Daun kacang ma segar,1 porsi,36.0,2.9,6.8,0.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun kasbi/singkong karet segar,Daun kasbi/singkong karet segar,1 porsi,92.0,4.0,10.9,3.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun kasbi/singkong karet, segar","Daun kasbi/singkong karet, segar",1.20 g,92.0,4.0,10.9,3.6,0.0,70.0,5.8,local_indonesian,nilai-gizi.csv
"Daun kedongdong, segar","Daun kedongdong, segar",1.80 g,59.0,3.5,13.4,0.3,0.0,12.0,10.7,local_indonesian,nilai-gizi.csv
"Daun kemang, segar","Daun kemang, segar",1.70 g,43.0,5.5,7.5,0.3,0.0,10.0,8.4,local_indonesian,nilai-gizi.csv
Daun kenikir segar,Daun kenikir segar,1 porsi,45.0,3.7,6.6,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun kesum segar,Daun kesum segar,1 porsi,48.0,4.5,9.1,0.8,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun kesum, segar","Daun kesum, segar",0.80 g,48.0,4.5,9.1,0.8,0.0,11.0,1.6,local_indonesian,nilai-gizi.csv
Daun kol sawi segar,Daun kol sawi segar,1 porsi,22.0,2.1,3.6,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun kol sawi, segar","Daun kol sawi, segar",0.70 g,22.0,2.1,3.6,0.5,0.0,19.0,0.9,local_indonesian,nilai-gizi.csv
Daun lamtoro segar,Daun lamtoro segar,1 porsi,87.0,8.3,14.4,1.8,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun leilem segar,Daun leilem segar,1 porsi,76.0,2.8,15.8,0.2,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun leilem, segar","Daun leilem, segar",1.80 g,76.0,2.8,15.8,0.2,0.0,6.0,3.1,local_indonesian,nilai-gizi.csv
"Daun leunca, segar","Daun leunca, segar",1.70 g,49.0,4.7,8.1,0.5,0.0,0.0,0.0,local_indonesian,nilai-gizi.csv
"Daun lobak, segar","Daun lobak, segar",1.40 g,30.0,2.3,5.8,0.4,0.0,16.0,3.2,local_indonesian,nilai-gizi.csv
"Daun lompong talas, segar","Daun lompong talas, segar",1.60 g,44.0,3.0,7.4,0.8,0.0,3.0,3.3,local_indonesian,nilai-gizi.csv
"Daun mangkokan, segar","Daun mangkokan, segar",2.20 g,57.0,3.7,11.8,0.3,0.0,0.0,0.0,local_indonesian,nilai-gizi.csv
Daun matel ambon segar,Daun matel ambon segar,1 porsi,71.0,6.8,11.5,1.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun matel ambon, segar","Daun matel ambon, segar",3 g,71.0,6.8,11.5,1.6,0.0,0.0,4.6,local_indonesian,nilai-gizi.csv
"Daun melinjo, segar","Daun melinjo, segar",1.60 g,104.0,5.0,21.3,1.3,0.0,12.0,10.3,local_indonesian,nilai-gizi.csv
"Daun mengkudu, segar","Daun mengkudu, segar",2 g,65.0,4.0,11.4,1.7,0.0,0.0,3.9,local_indonesian,nilai-gizi.csv
Daun ndusuk segar,Daun ndusuk segar,1 porsi,166.0,1.7,38.8,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun ndusuk, segar","Daun ndusuk, segar",3 g,166.0,1.7,38.8,0.5,0.0,40.0,10.7,local_indonesian,nilai-gizi.csv
"Daun oyong, segar","Daun oyong, segar",0.60 g,22.0,1.0,5.3,0.1,0.0,40.0,0.0,local_indonesian,nilai-gizi.csv
"Daun pakis loggiho, segar","Daun pakis loggiho, segar",1.60 g,54.0,2.2,3.1,3.6,0.0,70.0,2.1,local_indonesian,nilai-gizi.csv
Daun pakis longgiho segar,Daun pakis longgiho segar,1 porsi,54.0,2.2,3.1,3.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun pakis wambateu segar,Daun pakis wambateu segar,1 porsi,53.0,3.4,7.2,1.2,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun pakis wambateu, segar","Daun pakis wambateu, segar",1.30 g,53.0,3.4,7.2,1.2,0.0,20.0,4.8,local_indonesian,nilai-gizi.csv
"Daun pakis, segar","Daun pakis, segar",1.40 g,39.0,4.5,6.9,0.4,0.0,20.0,2.0,local_indonesian,nilai-gizi.csv
Daun paku segar,Daun paku segar,1 porsi,29.0,3.4,6.5,0.1,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun paku, segar","Daun paku, segar",1.20 g,29.0,3.4,6.5,0.1,0.0,19.0,4.3,local_indonesian,nilai-gizi.csv
"Daun pangi, segar","Daun pangi, segar",1.50 g,104.0,3.9,17.9,0.6,0.0,4.0,8.3,local_indonesian,nilai-gizi.csv
Daun pangisegar,Daun pangisegar,1 porsi,104.0,3.9,17.9,0.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun pohpohan, segar","Daun pohpohan, segar",2.40 g,37.0,2.5,6.9,0.8,0.0,0.0,2.6,local_indonesian,nilai-gizi.csv
Daun salam  bubuk,Daun salam  bubuk,1 porsi,301.0,14.2,49.0,10.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun selasih segar,Daun selasih segar,1 porsi,62.0,4.0,10.5,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun selasih, segar","Daun selasih, segar",1.90 g,62.0,4.0,10.5,0.5,0.0,3.0,5.3,local_indonesian,nilai-gizi.csv
"Daun semanggi, segar","Daun semanggi, segar",1.90 g,45.0,4.4,8.5,0.5,0.0,64.0,1.9,local_indonesian,nilai-gizi.csv
Daun simpur segar,Daun simpur segar,1 porsi,53.0,3.2,7.6,2.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun singkil segar,Daun singkil segar,1 porsi,68.0,2.0,15.2,1.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun sintrong, segar","Daun sintrong, segar",1.90 g,36.0,2.6,6.1,0.9,0.0,64.0,1.7,local_indonesian,nilai-gizi.csv
Daun talas segar,Daun talas segar,1 porsi,59.0,3.0,13.5,0.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun tespong segar,Daun tespong segar,1 porsi,70.0,2.9,13.9,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun ubi kuning segar,Daun ubi kuning segar,1 porsi,62.0,3.7,11.1,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun ubi merah kukus,Daun ubi merah kukus,1 porsi,56.0,3.1,13.0,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun ubi merah segar,Daun ubi merah segar,1 porsi,48.0,3.0,10.8,0.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun ubi putih segar,Daun ubi putih segar,1 porsi,46.0,2.8,8.2,0.2,0.0,0.0,0.0,local_indonesian,nutrition.csv
Daun ubi tinta segar,Daun ubi tinta segar,1 porsi,55.0,1.7,11.9,0.1,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Daun ubi tinta, segar","Daun ubi tinta, segar",1.20 g,55.0,1.7,11.9,0.1,0.0,10.0,7.6,local_indonesian,nilai-gizi.csv
Dendeng Daging Sapi,Dendeng Daging Sapi,1 porsi,433.0,55.0,0.0,9.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Dendeng belut goreng,Dendeng belut goreng,1 porsi,382.0,55.7,8.0,14.1,0.0,0.0,0.0,local_indonesian,nutrition.csv
Dendeng mujahir goreng,Dendeng mujahir goreng,1 porsi,598.0,74.3,9.2,26.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
Djibokum masakan,Djibokum masakan,1 porsi,248.0,10.0,40.9,2.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
Dodol,Dodol,1 porsi,395.0,3.0,81.2,5.7,0.0,0.0,0.0,local_indonesian,nutrition.csv
Dodol Banjarmasin,Dodol Banjarmasin,1.50 g,368.0,2.6,70.0,8.6,0.0,48.0,0.5,local_indonesian,nilai-gizi.csv
Dodol bali,Dodol bali,1.80 g,298.0,3.7,65.9,2.1,0.0,0.0,0.4,local_indonesian,nilai-gizi.csv
Dodol banjarmasin,Dodol banjarmasin,1 porsi,368.0,2.6,70.0,8.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Dodol galamai,Dodol galamai,1.20 g,348.0,0.4,76.1,3.8,0.0,38.0,0.5,local_indonesian,nilai-gizi.csv
Dodol kedondong,Dodol kedondong,1 porsi,331.0,1.9,63.8,7.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Dodol kedongdong,Dodol kedongdong,0.40 g,331.0,1.9,63.8,7.6,0.0,0.0,1.0,local_indonesian,nilai-gizi.csv
Dodol manado,Dodol manado,1.20 g,373.0,4.3,51.9,16.5,0.0,35.0,0.4,local_indonesian,nilai-gizi.csv
Domba daging gemuk segar,Domba daging gemuk segar,1 porsi,317.0,15.7,0.0,27.7,0.0,0.0,0.0,local_indonesian,nutrition.csv
Domba daging kurus  segar,Domba daging kurus  segar,1 porsi,202.0,17.1,0.0,14.8,0.0,0.0,0.0,local_indonesian,nutrition.csv
Domba ginjal segar,Domba ginjal segar,1 porsi,100.0,16.6,1.0,3.3,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Domba, ginjal, segar","Domba, ginjal, segar",1.30 g,100.0,16.6,1.0,3.3,0.0,155.0,0.0,local_indonesian,nilai-gizi.csv
Duwet segar,Duwet segar,1 porsi,80.0,0.5,18.2,0.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Duwet, segar","Duwet, segar",0.50 g,80.0,0.5,18.2,0.6,0.0,16.0,0.9,local_indonesian,nilai-gizi.csv
"Eceng, segar","Eceng, segar",2 g,19.0,1.0,3.8,0.2,0.0,45.0,1.8,local_indonesian,nilai-gizi.csv
Empal (daging) Goreng masakan,Empal (daging) Goreng masakan,1 porsi,248.0,36.2,10.1,6.9,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Empal (daging) goreng, masakan","Empal (daging) goreng, masakan",2 g,248.0,36.2,10.1,6.9,0.0,848.0,0.0,local_indonesian,nilai-gizi.csv
Empal Goreng,Empal Goreng,1 porsi,590.0,18.5,0.0,57.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Emping (keripik melinjo),Emping (keripik melinjo),28 g,345.0,12.0,71.5,1.5,0.0,0.0,0.0,local_indonesian,nilai-gizi.csv
Emping (kerupuk melinjo),Emping (kerupuk melinjo),1 porsi,345.0,12.0,71.5,1.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Emping Goreng,Emping Goreng,1 bungkus (50g),235.0,6.5,25.8,12.2,1.8,280.0,1.5,local_indonesian,makanan-lokal.csv
Emping beras,Emping beras,1.90 g,403.0,10.6,85.3,2.2,0.0,1.0,0.2,local_indonesian,nilai-gizi.csv
Emping komak,Emping komak,2.70 g,355.0,17.8,60.7,4.6,0.0,24.0,0.0,local_indonesian,nilai-gizi.csv
Encung asam segar,Encung asam segar,1 porsi,122.0,3.5,17.5,4.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Encung asam, segar","Encung asam, segar",1.50 g,122.0,3.5,17.5,4.5,0.0,0.0,9.3,local_indonesian,nilai-gizi.csv
"Erbis, segar","Erbis, segar",0.50 g,70.0,0.6,18.9,0.0,0.0,21.0,7.7,local_indonesian,nilai-gizi.csv
Es Campur,Es Campur,1 gelas (250ml),175.0,1.2,42.8,1.5,38.5,25.0,1.2,local_indonesian,makanan-lokal.csv
Es Cendol,Es Cendol,1 gelas (250ml),215.0,1.8,42.5,5.2,38.8,55.0,0.5,local_indonesian,makanan-lokal.csv
Es Cincau,Es Cincau,1 gelas (250ml),125.0,0.8,30.2,1.5,26.5,18.0,0.8,local_indonesian,makanan-lokal.csv
Es Teler,Es Teler,1 porsi (200g),285.0,3.5,48.2,10.5,38.8,55.0,1.8,local_indonesian,makanan-lokal.csv
Fillet o-fish,Fillet o-fish,1.50 g,270.0,12.3,19.3,15.9,0.0,439.0,0.2,local_indonesian,nilai-gizi.csv
Fitmee mie goreng Korea,Fitmee mie goreng Korea,3 g,150.0,1.0,29.0,4.0,6.0,400.0,3.0,local_indonesian,nilai-gizi.csv
Fitmee rasa soto,Fitmee rasa soto,2 g,60.0,0.0,10.0,2.0,2.0,430.0,2.0,local_indonesian,nilai-gizi.csv
French fries 2000 dengan saos sambal colek,French fries 2000 dengan saos sambal colek,0 g,45.0,0.0,8.0,1.5,0.0,125.0,0.0,local_indonesian,nilai-gizi.csv
Gadeng / Gadung kering,Gadeng / Gadung kering,0.20 g,322.0,2.4,76.6,0.6,0.0,5.0,0.0,local_indonesian,nilai-gizi.csv
Gadeng/Gadung kering,Gadeng/Gadung kering,1 porsi,322.0,2.4,76.6,0.6,0.0,0.0,0.0,local_indonesian,nutrition.csv
Gado-gado,Gado-gado,1.50 g,137.0,6.1,21.0,3.2,0.0,0.0,1.1,local_indonesian,nilai-gizi.csv
Gado-gado Jakarta,Gado-gado Jakarta,1 porsi (200g),298.0,14.2,24.5,17.8,6.2,480.0,4.5,local_indonesian,makanan-lokal.csv
